Date,IAU,IEMG,QQQ,SHV,TLT
2025-07-16,63.11000061035156,60.83000183105469,556.6446533203125,109.4797592163086,84.48461151123047
2025-07-17,62.959999084472656,61.18000030517578,561.1494750976562,109.48968505859376,84.46476745605469
2025-07-18,63.130001068115234,61.04999923706055,560.610107421875,109.52941131591795,84.59378051757812
2025-07-21,64.08999633789062,61.41999816894531,563.5167236328125,109.5393295288086,85.34801483154297
2025-07-22,64.69999694824219,61.380001068115234,560.60009765625,109.5492706298828,85.86407470703125
2025-07-23,63.90999984741211,62.029998779296875,563.1571655273438,109.55919647216795,85.3877182006836
2025-07-24,63.529998779296875,61.70000076293945,564.3557739257812,109.56912231445312,85.23885345458984
2025-07-25,62.90999984741211,61.5,565.7141723632812,109.6088409423828,85.7747573852539
2025-07-28,62.52000045776367,61.029998779296875,567.4821166992188,109.61878204345705,85.21900939941406
2025-07-29,62.689998626708984,61.099998474121094,566.6031494140625,109.63863372802734,86.65801239013672
2025-07-30,61.619998931884766,60.68000030517578,567.3623046875,109.6287078857422,86.21142578125
2025-07-31,62.0099983215332,60.33000183105469,564.3557739257812,109.63863372802734,86.26104736328125
2025-08-01,63.290000915527344,59.900001525878906,553.2386474609375,109.73330688476562,87.48738098144531
2025-08-04,63.63999938964844,60.529998779296875,563.44677734375,109.75322723388672,87.72647094726562
2025-08-05,63.689998626708984,60.7400016784668,559.6212768554688,109.7432632446289,87.99545288085938
2025-08-06,63.560001373291016,61.0,566.6630859375,109.77316284179688,87.48738098144531
2025-08-07,64.08000183105469,61.4900016784668,568.5808715820312,109.78312683105467,87.33794403076172
2025-08-08,64.05999755859375,61.40999984741211,573.8847045898438,109.82298278808594,86.95938873291016
2025-08-11,63.16999816894531,61.27000045776367,572.1866455078125,109.83295440673828,87.05900573730469
2025-08-12,63.099998474121094,62.04999923706055,579.3782958984375,109.85287475585938,86.62067413330078
2025-08-13,63.290000915527344,62.70000076293945,579.6680297851562,109.87281036376952,87.33794403076172
2025-08-14,62.900001525878906,61.970001220703125,579.2185668945312,109.87281036376952,86.6904067993164
2025-08-15,62.939998626708984,62.119998931884766,576.6715087890625,109.90270233154295,86.07276153564453
2025-08-18,62.84000015258789,62.5,576.4417114257812,109.91267395019533,85.8237075805664
2025-08-19,62.4900016784668,62.0,568.620849609375,109.94256591796876,86.32181549072266
2025-08-20,63.130001068115234,61.86000061035156,565.2447509765625,109.95252227783205,86.5110855102539
2025-08-21,62.900001525878906,61.7599983215332,562.6278076171875,109.94256591796876,86.08272552490234
2025-08-22,63.58000183105469,62.91999816894531,571.3076782226562,110.01232147216795,86.72029876708984
2025-08-25,63.439998626708984,62.59000015258789,569.6596069335938,110.01232147216795,86.47124481201172
2025-08-26,63.880001068115234,62.5,571.9469604492188,110.02228546142578,86.42143249511719
2025-08-27,64.01000213623047,62.150001525878906,572.825927734375,110.0422134399414,86.32181549072266
2025-08-28,64.48999786376953,62.380001068115234,576.4118041992188,110.05217742919922,86.88965606689453
2025-08-29,65.0999984741211,62.09000015258789,569.7395629882812,110.10199737548828,86.27200317382812
2025-09-02,66.6500015258789,61.9900016784668,564.9650268554688,110.12999725341795,85.62999725341797
2025-09-03,67.19999694824219,62.2400016784668,569.409912109375,110.1500015258789,86.56999969482422
2025-09-04,66.91000366210938,62.040000915527344,574.5639038085938,110.16999816894533,87.2300033569336
2025-09-05,67.76000213623047,62.779998779296875,575.3929443359375,110.2300033569336,88.55999755859375
2025-09-08,68.54000091552734,63.34000015258789,578.19970703125,110.25,89.73999786376953
2025-09-09,68.41000366210938,63.56999969482422,579.8378295898438,110.23999786376952,89.2300033569336
2025-09-10,68.63999938964844,64.0199966430664,580.027587890625,110.26000213623048,89.73999786376953
2025-09-11,68.52999877929688,64.80999755859375,583.4036865234375,110.27999877929688,90.33999633789062
2025-09-12,68.68000030517578,64.79000091552734,585.9806518554688,110.3000030517578,89.94999694824219
2025-09-15,69.37999725341797,65.23999786376953,590.994873046875,110.31999969482422,90.16000366210938
2025-09-16,69.54000091552734,65.7300033569336,590.4954223632812,110.33999633789062,90.3499984741211
2025-09-17,69.0,65.98999786376953,589.3168334960938,110.3499984741211,90.12000274658205
2025-09-18,68.70999908447266,65.83000183105469,594.6306762695312,110.36000061035156,89.19000244140625
2025-09-19,69.44000244140625,65.68000030517578,598.6559448242188,110.4000015258789,89.0199966430664
2025-09-22,70.62999725341797,65.94000244140625,602.2000122070312,110.41000366210938,88.69999694824219
2025-09-23,70.94000244140625,65.97000122070312,598.2000122070312,110.41000366210938,89.31999969482422
2025-09-24,70.29000091552734,65.69999694824219,596.0999755859375,110.41999816894533,88.9800033569336
2025-09-25,70.58000183105469,65.37999725341797,593.530029296875,110.43000030517578,88.9800033569336
2025-09-26,70.98999786376953,65.19000244140625,595.969970703125,110.47000122070312,88.9000015258789
2025-09-29,72.16000366210938,65.69999694824219,598.72998046875,110.4800033569336,89.62999725341797
2025-09-30,72.7699966430664,65.91999816894531,600.3699951171875,110.12299346923828,89.05999755859375
2025-10-01,72.87999725341797,66.44000244140625,603.25,110.1500015258789,89.29000091552734
2025-10-02,72.6500015258789,66.75,605.72998046875,110.16000366210938,89.55000305175781
2025-10-03,73.22000122070312,66.93000030517578,603.1799926757812,110.1999969482422,89.37999725341797
2025-10-06,74.62000274658203,67.20999908447266,607.7100219726562,110.19000244140624,88.66999816894531
2025-10-07,75.01000213623047,66.7300033569336,604.510009765625,110.1999969482422,89.18000030517578
2025-10-08,76.22000122070312,67.2300033569336,611.4400024414062,110.22000122070312,89.25
2025-10-09,74.83000183105469,66.5999984741211,610.7000122070312,110.2300033569336,89.18000030517578
2025-10-10,75.58000183105469,64.22000122070312,589.489990234375,110.27999877929688,90.62000274658205
2025-10-13,77.43000030517578,66.08000183105469,602.010009765625,110.2699966430664,90.56999969482422
2025-10-14,78.02999877929688,65.4800033569336,598.0,110.3000030517578,90.86000061035156
2025-10-15,79.31999969482422,66.58000183105469,602.219970703125,110.29000091552734,90.66000366210938
2025-10-16,81.1500015258789,66.98999786376953,599.989990234375,110.30999755859376,91.33999633789062
2025-10-17,79.62999725341797,66.91999816894531,603.9299926757812,110.36000061035156,91.1999969482422
2025-10-20,82.5,67.80000305175781,611.5399780273438,110.37000274658205,91.5500030517578
2025-10-21,77.37999725341797,67.06999969482422,611.3800048828125,110.37999725341795,92.0
2025-10-22,77.27999877929688,67.05999755859375,605.489990234375,110.4000015258789,92.05999755859376
2025-10-23,77.55000305175781,67.61000061035156,610.5800170898438,110.41000366210938,91.43000030517578
2025-10-24,77.30999755859375,68.04000091552734,617.0999755859375,110.43000030517578,91.47000122070312
2025-10-27,75.1500015258789,68.79000091552734,628.0900268554688,110.45999908447266,91.77999877929688
2025-10-28,74.58999633789062,68.7699966430664,632.9199829101562,110.47000122070312,92.0199966430664
2025-10-29,74.30999755859375,69.13999938964844,635.77001953125,110.45999908447266,91.08999633789062
2025-10-30,75.79000091552734,68.38999938964844,626.0499877929688,110.09906768798828,90.23402404785156
2025-10-31,75.38999938964844,68.2699966430664,629.0700073242188,110.1189956665039,89.96499633789062
2025-11-03,75.54000091552734,68.7300033569336,632.0800170898438,110.1449966430664,89.73999786376953
2025-11-04,74.20999908447266,67.4800033569336,619.25,110.16000366210938,89.94000244140625
2025-11-05,75.05000305175781,68.06999969482422,623.280029296875,110.16999816894533,88.95999908447266
2025-11-06,74.97000122070312,67.52999877929688,611.6699829101562,110.19000244140624,89.76000213623047
2025-11-07,75.43000030517578,67.29000091552734,609.739990234375,110.2300033569336,89.56999969482422
2025-11-10,77.47000122070312,68.44999694824219,623.22998046875,110.23999786376952,89.55000305175781
2025-11-11,77.80000305175781,68.5,621.5700073242188,110.23999786376952,89.95999908447266
2025-11-12,79.04000091552734,68.52999877929688,621.0800170898438,110.25,90.12000274658205
2025-11-13,78.41000366210938,67.7699966430664,608.4000244140625,110.26000213623048,89.37999725341797
2025-11-14,76.9800033569336,67.87000274658203,608.8599853515625,110.29000091552734,88.87000274658203
2025-11-17,76.11000061035156,67.06999969482422,603.6599731445312,110.3000030517578,89.08999633789062
2025-11-18,76.69000244140625,66.69999694824219,596.3099975585938,110.31999969482422,89.05999755859375
2025-11-19,76.77999877929688,66.5,599.8699951171875,110.33000183105467,88.87999725341797
2025-11-20,76.77999877929688,65.63999938964844,585.6699829101562,110.33999633789062,89.2300033569336
2025-11-21,76.61000061035156,65.58000183105469,590.0700073242188,110.37999725341795,89.5
2025-11-24,77.83999633789062,66.25,605.1599731445312,110.38999938964844,90.01000213623047
